"","X","pitcher_name"
"1155",1155,"Dallas Keuchel"
"1156",1156,"Tyler Thornburg"
"1157",1157,"Christopher Archer"
"1158",1158,"A.J. Griffin"
"1159",1159,"Tyler Robertson"
"1160",1160,"Nick Vincent"
"1161",1161,"Martin Perez"
"1162",1162,"Edwar Cabrera"
"1163",1163,"Trevor Bauer"
"1164",1164,"Adam Warren"
"1165",1165,"Dewayne Wise"
"1166",1166,"Leyson Septimo"
"1167",1167,"Barret Browning"
"1168",1168,"Darin Downs"
"1169",1169,"Brian Omogrosso"
"1170",1170,"Samuel Dyson"
"1171",1171,"Josh Edgin"
"1172",1172,"Aaron Loup"
"1173",1173,"Miguel Socolovich"
"1174",1174,"Luis Avilan"
"1175",1175,"Steve Johnson"
"1176",1176,"Stephen Fife"
"1177",1177,"Ryan Verdugo"
"1178",1178,"Pedro Hernandez"
"1179",1179,"Trevor Rosenthal"
"1180",1180,"Cody Allen"
"1181",1181,"Jeff Beliveau"
"1182",1182,"Josh Wall"
"1183",1183,"Matt Harvey"
"1184",1184,"Jim Henderson"
"1185",1185,"Alberto Cabrera"
"1186",1186,"Mickey Storey"
"1187",1187,"Carter Capps"
"1188",1188,"Dan Straily"
"1189",1189,"Cory Burns"
"1190",1190,"Brooks Raley"
"1191",1191,"Chad Jenkins"
"1192",1192,"Will Harris"
"1193",1193,"Tommy Layne"
"1194",1194,"Steven Geltz"
"1195",1195,"Todd Redmond"
"1196",1196,"Kyle McPherson"
"1197",1197,"Justin Wilson"
"1198",1198,"Christopher Rusin"
"1199",1199,"Tyler Skaggs"
"1200",1200,"Andrew Werner"
"1201",1201,"Phillippe Aumont"
"1202",1202,"Collin McHugh"
"1203",1203,"Casey Kelly"
"1204",1204,"Tyler Cloyd"
"1205",1205,"Deunte Heath"
"1206",1206,"Nick Maronde"
"1207",1207,"Jean Machi"
"1208",1208,"Jaye Chapman"
"1209",1209,"Christian Garcia"
"1210",1210,"Alejandro Ramos"
"1211",1211,"Jeurys Familia"
"1212",1212,"Tom Koehler"
"1213",1213,"Shelby Miller"
"1214",1214,"Pedro Villarreal"
"1215",1215,"Tony Cingrani"
"1216",1216,"Paco Rodriguez"
"1217",1217,"Rob Scahill"
"1218",1218,"Bryan Morris"
"1219",1219,"Wilmer Font"
"1220",1220,"Dylan Bundy"
"1221",1221,"Jake Odorizzi"
"1222",1222,"Andrew Taylor"
"1223",1223,"Tyson Brummett"
"1224",1224,"Joseph Ortiz"
"1225",1225,"Kyuji Fujikawa"
"1226",1226,"Scott Rice"
"1227",1227,"Hyunjin Ryu"
"1228",1228,"Joshua Fields"
"1229",1229,"Hector Rondon"
"1230",1230,"Ryan Pressly"
"1231",1231,"Brandon Maurer"
"1232",1232,"T.J. McFarland"
"1233",1233,"Jose Fernandez"
"1234",1234,"Paul Clemens"
"1235",1235,"Nicholas Tepesch"
"1236",1236,"Bobby LaFromboise"
"1237",1237,"Alex Wilson"
"1238",1238,"Michael Roth"
"1239",1239,"Phillip Irwin"
"1240",1240,"Yoervis Medina"
"1241",1241,"Justin Freeman"
"1242",1242,"Hiram Burgos"
"1243",1243,"Brett Oberholtzer"
"1244",1244,"Allen Webster"
"1245",1245,"Jonathan Pettibone"
"1246",1246,"Jose Cisnero"
"1247",1247,"Steven Wright"
"1248",1248,"Bruce Rondon"
"1249",1249,"Matt Magill"
"1250",1250,"Vidal Nuno"
"1251",1251,"Robbie Erlin"
"1252",1252,"Zachary Clark"
"1253",1253,"Ryan Brasier"
"1254",1254,"Carlos Matias"
"1255",1255,"Michael Maness"
"1256",1256,"Preston Claiborne"
"1257",1257,"Burch Smith"
"1258",1258,"Jose De La Torre"
"1259",1259,"John Gast"
"1260",1260,"Brett Marshall"
"1261",1261,"Alberto Gonzalez"
"1262",1262,"Evan Reed"
"1263",1263,"Caleb Thielbar"
"1264",1264,"Cory Rasmus"
"1265",1265,"Tyler Lyons"
"1266",1266,"Kevin Gausman"
"1267",1267,"Sean Nolin"
"1268",1268,"Donovan Hand"
"1269",1269,"Nathan Karns"
"1270",1270,"Michael Kickham"
"1271",1271,"Michael Wacha"
"1272",1272,"Alexander Colome"
"1273",1273,"Alex Wood"
"1274",1274,"Keith Butler"
"1275",1275,"Matthew Langwell"
"1276",1276,"Erik Davis"
"1277",1277,"Edgar Olmos"
"1278",1278,"Ryan Reid"
"1279",1279,"David Murphy"
"1280",1280,"Ian Krol"
"1281",1281,"Kevin Siegrist"
"1282",1282,"Jose Alvarez"
"1283",1283,"Curtis Partch"
"1284",1284,"Charles Brewer"
"1285",1285,"Gerrit Cole"
"1286",1286,"Chris Withrow"
"1287",1287,"Brandon Cumpton"
"1288",1288,"Jake Dunning"
"1289",1289,"Zach Wheeler"
"1290",1290,"Zeke Spruill"
"1291",1291,"Michael Blazek"
"1292",1292,"Juan Ramirez"
"1293",1293,"Duke Welker"
"1294",1294,"Casper Wells"
"1295",1295,"John Hellweg"
"1296",1296,"Kyle Gibson"
"1297",1297,"Taylor Jordan"
"1298",1298,"Jose Dominguez"
"1299",1299,"Anthony Recker"
"1300",1300,"Chaz Roe"
"1301",1301,"Simon Castro"
"1302",1302,"Brandon Workman"
"1303",1303,"Sonny Gray"
"1304",1304,"Preston Guilmet"
"1305",1305,"Luis Garcia"
"1306",1306,"Donnie Joseph"
"1307",1307,"Michael Tonkin"
"1308",1308,"Danny Salazar"
"1309",1309,"Jarred Cosart"
"1310",1310,"Gonzalez Germen"
"1311",1311,"Chen Lee"
"1312",1312,"Eury De La Rosa"
"1313",1313,"Colt Hynes"
"1314",1314,"Drake Britton"
"1315",1315,"Victor Black"
"1316",1316,"Robert Wooten"
"1317",1317,"Andre Rienzo"
"1318",1318,"Josh Zeid"
"1319",1319,"Steven Ames"
"1320",1320,"Chia-Jen Lo"
"1321",1321,"Chad Bettis"
"1322",1322,"Ethan Martin"
"1323",1323,"Jamey Carroll"
"1324",1324,"Andrew Albers"
"1325",1325,"Tanner Roark"
"1326",1326,"Ryan Raburn"
"1327",1327,"Charles Leesman"
"1328",1328,"Josh Harrison"
"1329",1329,"Kevin Chapman"
"1330",1330,"Jorge De Leon"
"1331",1331,"Jeffrey Boshers"
"1332",1332,"Arquimedes Caminero"
"1333",1333,"Kris Johnson"
"1334",1334,"Jacob Elmore"
"1335",1335,"David Martinez"
"1336",1336,"Jake Petricka"
"1337",1337,"Nick Christiani"
"1338",1338,"John McDonald"
"1339",1339,"David Holmberg"
"1340",1340,"Taijuan Walker"
"1341",1341,"Cesar Cabral"
"1342",1342,"Sam Fuld"
"1343",1343,"Zachary Rosscup"
"1344",1344,"Heath Hembree"
"1345",1345,"Mauricio Robles"
"1346",1346,"Erik Johnson"
"1347",1347,"Daniel Webb"
"1348",1348,"Brian Flynn"
"1349",1349,"Stolmy Pimentel"
"1350",1350,"Jimmy Nelson"
"1351",1351,"Chang Yong Lim"
"1352",1352,"James Paxton"
"1353",1353,"Onelkis Garcia"
"1354",1354,"David Hale"
"1355",1355,"Yordano Ventura"
"1356",1356,"Matt Shoemaker"
"1357",1357,"Enny Romero"
"1358",1358,"Christopher Dwyer"
"1359",1359,"Michael Belfiore"
"1360",1360,"Neil Ramirez"
"1361",1361,"Willy Paredes"
"1362",1362,"Marcus Hatley"
"1363",1363,"Enrique Burgos"
"1364",1364,"Joseph Ross"
"1365",1365,"Jorge Reyes"
"1366",1366,"Anthony Carter"
"1367",1367,"Dennis O'Grady"
"1368",1368,"Nicholas Tropeano"
"1369",1369,"Michael Foltynewicz"
"1370",1370,"Ross Seaton"
"1371",1371,"Seth Rosin"
"1372",1372,"Dustin Molleken"
"1373",1373,"Jeremy Berg"
"1374",1374,"Red Patterson"
"1375",1375,"Cameron Bedrosian"
"1376",1376,"Aaron Sanchez"
"1377",1377,"Cody Satterwhite"
"1378",1378,"Adam Kolarek"
"1379",1379,"Stephen Kohlscheen"
"1380",1380,"Mayckol Guaipe"
"1381",1381,"Brooks Brown"
"1382",1382,"Chris Martin"
"1383",1383,"Tomas Solis"
"1384",1384,"Oscar Verdugo"
"1385",1385,"Edward Valdez"
"1386",1386,"Jose Cobos"
"1387",1387,"Rafael Cova"
"1388",1388,"Ian Thomas"
"1389",1389,"Gus Schlosser"
"1390",1390,"Aaron Barrett"
"1391",1391,"Mario Hollands"
"1392",1392,"Donn Roach"
"1393",1393,"Thomas Kahnle"
"1394",1394,"Roenis Elias"
"1395",1395,"Masahiro Tanaka"
"1396",1396,"Nicholas Martinez"
"1397",1397,"Dominic Leone"
"1398",1398,"Michael Mariot"
"1399",1399,"Blake Treinen"
"1400",1400,"Michael Bolsinger"
"1401",1401,"Wei-Chung Wang"
"1402",1402,"Leury Garcia"
"1403",1403,"C.J. Riefenhauser"
"1404",1404,"Dean Anna"
"1405",1405,"Justin Marks"
"1406",1406,"Eric Fornataro"
"1407",1407,"Shane Greene"
"1408",1408,"Mike Carp"
"1409",1409,"Kevin Quackenbush"
"1410",1410,"Scott Carroll"
"1411",1411,"Mike Morin"
"1412",1412,"Martin Maldonado"
"1413",1413,"Casey Sadler"
"1414",1414,"Aaron Brooks"
"1415",1415,"Marcus Stroman"
"1416",1416,"Pedro Baez"
"1417",1417,"Evan Marshall"
"1418",1418,"Robbie Ray"
"1419",1419,"Logan Darnell"
"1420",1420,"Mitchell Moreland"
"1421",1421,"Chase Anderson"
"1422",1422,"Daniel Descalso"
"1423",1423,"Steven Tolleson"
"1424",1424,"Anthony DeSclafani"
"1425",1425,"Rafael Montero"
"1426",1426,"Jacob DeGrom"
"1427",1427,"Chase Whitley"
"1428",1428,"Kyle Crockett"
"1429",1429,"T.J. House"
"1430",1430,"Lyle Overbay"
"1431",1431,"Rob Rasmussen"
"1432",1432,"Daniel Worth"
"1433",1433,"Rudy Owens"
"1434",1434,"David Buchanan"
"1435",1435,"Corey Knebel"
"1436",1436,"Jarrett Grube"
"1437",1437,"Shae Simmons"
"1438",1438,"Wilking Rodriguez"
"1439",1439,"Jesse Hahn"
"1440",1440,"Jason Lane"
"1441",1441,"Jose Ramirez"
"1442",1442,"Eddie Butler"
"1443",1443,"Kirby Yates"
"1444",1444,"Christian Bergman"
"1445",1445,"Tyler Matzek"
"1446",1446,"Kenneth Giles"
"1447",1447,"Ben Rowen"
"1448",1448,"Blaine Hardy"
"1449",1449,"Nick Greenwood"
"1450",1450,"Travis Snider"
"1451",1451,"Yohan Pino"
"1452",1452,"Matthew Stites"
"1453",1453,"Andrew Heaney"
"1454",1454,"Juan Jaime"
"1455",1455,"Ryan Buchter"
"1456",1456,"Jose Diaz"
"1457",1457,"Jake Buchanan"
"1458",1458,"Carlos Contreras"
"1459",1459,"Patrick McCoy"
"1460",1460,"Chad Smith"
"1461",1461,"Odrisamer Despaigne"
"1462",1462,"Yohan Flande"
"1463",1463,"Marco Gonzales"
"1464",1464,"Taylor Hill"
"1465",1465,"Dallas Beeler"
"1466",1466,"Jorge Rondon"
"1467",1467,"Roman Mendez"
"1468",1468,"Matthew West"
"1469",1469,"Chris Gimenez"
"1470",1470,"Drew Rucinski"
"1471",1471,"Kyle Hendricks"
"1472",1472,"Austin Adams"
"1473",1473,"Chris R. Young"
"1474",1474,"Drew VerHagen"
"1475",1475,"Chasen Shreve"
"1476",1476,"Taylor Thompson"
"1477",1477,"Tsuyoshi Wada"
"1478",1478,"Bo Schultz"
"1479",1479,"John Baker"
"1480",1480,"Anthony Ranaudo"
"1481",1481,"Phil Klein"
"1482",1482,"Carlos Frias"
"1483",1483,"Hector Neris"
"1484",1484,"Adam Dunn"
"1485",1485,"Trevor May"
"1486",1486,"Bryan Mitchell"
"1487",1487,"Buck Farmer"
"1488",1488,"Alexander Claudio"
"1489",1489,"J.P. Arencibia"
"1490",1490,"Bradin Hagens"
"1491",1491,"Jon Edwards"
"1492",1492,"Melvin Mercedez"
"1493",1493,"Frank Garces"
"1494",1494,"Andrew Romine"
"1495",1495,"Kyle Lobstein"
"1496",1496,"Daniel Corcino"
"1497",1497,"Edwin Escobar"
"1498",1498,"Bryan Price"
"1499",1499,"Erik Goeddel"
"1500",1500,"Carson Smith"
"1501",1501,"Hunter Strickland"
"1502",1502,"Yimi Garcia"
"1503",1503,"Ryan Dennick"
"1504",1504,"John Holdzkom"
"1505",1505,"Leonel Campos"
"1506",1506,"R.J. Alvarez"
"1507",1507,"Scott Snodgress"
"1508",1508,"Chris Bassitt"
"1509",1509,"Adam Achter"
"1510",1510,"Dario Alvarez"
"1511",1511,"Miguel Alfredo Gonzalez"
"1512",1512,"Erik Cordier"
"1513",1513,"Spencer Patton"
"1514",1514,"Lisalberto Bonilla"
"1515",1515,"Kyle Ryan"
"1516",1516,"Daniel Norris"
"1517",1517,"Kendall Graveman"
"1518",1518,"Brandon Finnegan"
"1519",1519,"Eric Jokisch"
"1520",1520,"Matt Barnes"
"1521",1521,"Samuel Tuivailala"
"1522",1522,"Jairo Diaz"
"1523",1523,"Brett Bochy"
"1524",1524,"Christopher Heston"
"1525",1525,"Daniel Coulombe"
"1526",1526,"Andrew Chafin"
"1527",1527,"Miguel Castro"
"1528",1528,"J.R. Graham"
"1529",1529,"Brandon Cunniff"
"1530",1530,"Cody Martin"
"1531",1531,"Keone Kela"
"1532",1532,"Tyler Olson"
"1533",1533,"Angel Nesbitt"
"1534",1534,"Roberto Osuna"
"1535",1535,"Jason Garcia"
"1536",1536,"Logan Verrett"
"1537",1537,"Randall Wojciechowski"
"1538",1538,"Matthew Andriese"
"1539",1539,"Sean Gilmartin"
"1540",1540,"Matthew Tracy"
"1541",1541,"Archie Bradley"
"1542",1542,"Raciel Iglesias"
"1543",1543,"Andrew McKirahan"
"1544",1544,"AJ Schugel"
"1545",1545,"Chris Rearick"
"1546",1546,"Sugar Ray Marimon"
"1547",1547,"Jose Urena"
"1548",1548,"Scott Oberg"
"1549",1549,"Rafael Martin"
"1550",1550,"Branden Pinder"
"1551",1551,"Felipe Rivero"
"1552",1552,"Adam Liberatore"
"1553",1553,"Ike Davis"
"1554",1554,"Matthew Grace"
"1555",1555,"Arnold Leon"
"1556",1556,"Hansel Robles"
"1557",1557,"Mitchell Harris"
"1558",1558,"Cory Mazzoni"
"1559",1559,"A.J. Cole"
"1560",1560,"Severino Gonzalez"
"1561",1561,"Michael Lorenzen"
"1562",1562,"John Leathersich"
"1563",1563,"John Cornely"
"1564",1564,"Tim Cooney"
"1565",1565,"Sammy Solis"
"1566",1566,"Scott Copeland"
"1567",1567,"Kenneth Roberts"
"1568",1568,"Dalier Hinojosa"
"1569",1569,"Elvis Araujo"
"1570",1570,"Williams Perez"
"1571",1571,"Andrew Bellatti"
"1572",1572,"David Ross"
"1573",1573,"Angel Castro"
"1574",1574,"Ryan Tepera"
"1575",1575,"Noah Syndergaard"
"1576",1576,"Clint Robinson"
"1577",1577,"Mike Wright"
"1578",1578,"Lance McCullers"
"1579",1579,"Tyler Wilson"
"1580",1580,"Garrett Jones"
"1581",1581,"Oliver Drake"
"1582",1582,"Jacob Lindgren"
"1583",1583,"David Goforth"
"1584",1584,"Chris Beck"
"1585",1585,"Eduardo Rodriguez"
"1586",1586,"Alex Gonzalez"
"1587",1587,"Tyler Wagner"
"1588",1588,"Michael Feliz"
"1589",1589,"Josh Ravin"
"1590",1590,"Tyler Cravy"
"1591",1591,"Edgar Ibarra"
"1592",1592,"Mike Montgomery"
"1593",1593,"Pat Venditte"
"1594",1594,"Jonathan Moscot"
"1595",1595,"Kendry Flores"
"1596",1596,"Taylor Jungmann"
"1597",1597,"Junior Guerra"
"1598",1598,"Jesus Sucre"
"1599",1599,"Michael Broadway"
"1600",1600,"Trevor Gott"
"1601",1601,"Vincent Velasquez"
"1602",1602,"Jeff Francoeur"
"1603",1603,"Nick Franklin"
"1604",1604,"Akeel Morris"
"1605",1605,"Alexi Amarista"
"1606",1606,"Matthew Wisler"
"1607",1607,"Justin Nicolino"
"1608",1608,"Dan Burawa"
"1609",1609,"Jose De Paula"
"1610",1610,"Cody Anderson"
"1611",1611,"Adam Morgan"
"1612",1612,"Diego Moreno"
"1613",1613,"Josh Smith"
"1614",1614,"Nick Rumbelow"
"1615",1615,"Mychal Givens"
"1616",1616,"Jonathan Aro"
"1617",1617,"Adam Rosales"
"1618",1618,"Alex Meyer"
"1619",1619,"Matt Boyd"
"1620",1620,"Deolis Guerra"
"1621",1621,"Steven Matz"
"1622",1622,"Tooru Murata"
"1623",1623,"Jacob Brigham"
"1624",1624,"William Kelly"
"1625",1625,"Manny Banuelos"
"1626",1626,"Josh Osich"
"1627",1627,"Noe Ramirez"
"1628",1628,"Jeff Ferrell"
"1629",1629,"David Rollins"
"1630",1630,"Ryan O'Rourke"
"1631",1631,"Chin-hui Tsao"
"1632",1632,"Adam Conley"
"1633",1633,"Abel De Los Santos"
"1634",1634,"Aaron Nola"
"1635",1635,"Brian Johnson"
"1636",1636,"Zack Godley"
"1637",1637,"Zach Lee"
"1638",1638,"Caleb Cotham"
"1639",1639,"Keyvius Sampson"
"1640",1640,"Jaff Decker"
"1641",1641,"Nick Goody"
"1642",1642,"Matt Marksberry"
"1643",1643,"Jose Valdez"
"1644",1644,"Adam LaRoche"
"1645",1645,"Chris Reed"
"1646",1646,"Brian Ellington"
"1647",1647,"Henry Owens"
"1648",1648,"Jonathan Gray"
"1649",1649,"Tyler Moore"
"1650",1650,"Luis Severino"
"1651",1651,"Tyler Duffey"
"1652",1652,"Kyle Barraclough"
"1653",1653,"Shane Robinson"
"1654",1654,"Shawn Armstrong"
"1655",1655,"Keith Hessler"
"1656",1656,"Colin Rea"
"1657",1657,"John Lamb"
"1658",1658,"Chris Denorfia"
"1659",1659,"Scott McGough"
"1660",1660,"Jerad Eickhoff"
"1661",1661,"Guido Knudson"
"1662",1662,"Brendan Ryan"
"1663",1663,"Jonny Gomes"
"1664",1664,"Jason Gurka"
"1665",1665,"Alec Asher"
"1666",1666,"Silvino Bracho"
"1667",1667,"Andrew Faulkner"
"1668",1668,"Miguel Almonte"
"1669",1669,"Ryan Dull"
"1670",1670,"Colton Murray"
"1671",1671,"Francellis Montas"
"1672",1672,"Scott Alexander"
"1673",1673,"Zachary Davies"
"1674",1674,"Cody Hall"
"1675",1675,"Anthony Zych"
"1676",1676,"Luke Jackson"
"1677",1677,"James Pazos"
"1678",1678,"Ariel Pena"
"1679",1679,"Giovany Soto"
"1680",1680,"Raudel Lazo"
"1681",1681,"C.J. Edwards"
"1682",1682,"James Weber"
"1683",1683,"Nefi Ogando"
"1684",1684,"Jay Jackson"
"1685",1685,"Alexei Ramirez"
"1686",1686,"Daniel Winkler"
"1687",1687,"Jonathan Barrios"
"1688",1688,"Adrian Houser"
"1689",1689,"Jorge Lopez"
"1690",1690,"Ichiro Suzuki"
